headline,language,label,headline_en,num_evidence,max_rel,mean_rel,p90_rel,max_ent,max_con_used,mean_ent,mean_con,context_mismatch_rate,update_style_rate
ಮೈನಸ್ 50 ಡಿಗ್ರಿ ಸೆಲ್ಸಿಯಸ್ ತಾಪಮಾನವಿರುವ ಸಿಯಾಚಿನ್ ಗ್ಲೇಸಿಯರ್‌ನಲ್ಲಿ ಭಾರತೀಯ ಸೈನಿಕರು,kn,0,Indian soldiers at the Sichuan Glacier at a temperature of minus 50 degrees Celsius,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಕೇರಳ ಮೂಲದ ಮೊಯಿನುದ್ದೀನ್ 1989ರಲ್ಲಿ ಜೆಎನ್‌ಯು ಸೇರಿದ್ದು, ಬಿಎ ಎಂಎ ಎಂಫಿಲ್ ನಂತರ ಪಿಎಚ್‌ಡಿ ಸೇರಿದ್ದರೆ 2001ರಲ್ಲಿ ಜೆಎನ್‌ಯು ತೊರೆದು ಕೆಲಸಕ್ಕೆ ಸೇರಬೇಕಿತ್ತು.",kn,0,"Moynuddin, from Kerala, had joined JNU in 1989 and had to leave JNU in 2001 for a PhD after completing his BA M.A.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಅದಕ್ಕಾಗಿಯೇ ದೆಹಲಿ ಪೊಲೀಸರು ಅದರ ಕೆಲಸವನ್ನು ಮಾಡುತ್ತಿದ್ದಾರೆ, ಮಾಧ್ಯಮಗಳು ನಿಮ್ಮ ಕೆಲಸವನ್ನು ಮಾಡುತ್ತವೆ",kn,0,"That's why the Delhi Police is doing its job, the media is doing your job.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಹುಕ್ಕಾ ಸೇವನೆ ಭ್ರಷ್ಟಾಚಾರದ ಆರೋಪದ ತನಿಖೆ ನಡೆಸುತ್ತಿರುವ ಅಸ್ಥಾನಾ ರಾತ್ರಿ ಸಿಬಿಐ ಕಚೇರಿಯಲ್ಲಿ ನಾಟಕವಾಡಿದ ಮೋದಿ ಗೆಳೆಯನಾಗಿ ಬದುಕುಳಿದ.,kn,0,"Astanha, who is investigating the allegations of corruption, survived as Modi's friend who played a night at the CBI office.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಭಾರತೀಯ ಸೇನೆಯು ನೇಪಾಳದಲ್ಲಿ ವಾಯುದಾಳಿ ನಡೆಸಲು ಹೊರಟಿತ್ತು ಆದರೆ ನೇಪಾಳಿ ಸೇನೆಯು ವಿಮಾನವನ್ನು ಹೊಡೆದುರುಳಿಸಿತು,kn,0,The Indian Army was about to launch an airstrike on Nepal but the Nepalese army shot down the plane.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಬಿಹಾರ ಚುನಾವಣಾ ಶಾಲಾ ಕಾಲೇಜುಗಳಲ್ಲಿ ಕಂಗನಾ ರಣಾವತ್ ಪ್ರಚಾರವನ್ನು ಮುಚ್ಚಲಾಗುವುದು,kn,0,Kangana Ranawat campaign to be closed in Bihar Election School Colleges,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಪಶ್ಚಿಮ ಬಂಗಾಳದಲ್ಲಿ ಷರಿಯಾ ಕಾನೂನಿನಡಿಯಲ್ಲಿ ಜನರ ಮೇಲೆ ದೌರ್ಜನ್ಯಗಳು ರೋಹಿಂಗ್ಯಾಗಳು ಬಹುಸಂಖ್ಯಾತ ಬಾಂಗ್ಲಾದೇಶಿ ಮುಸ್ಲಿಂ ಬಹುಸಂಖ್ಯಾತ ಹಿಂದೂಗಳು ಬಹುಸಂಖ್ಯಾತ ಪ್ರದೇಶಗಳಲ್ಲಿ ವಾಸಿಸುವ ದೌರ್ಜನ್ಯವನ್ನು ಯಾರೂ ಕೇಳುವುದಿಲ್ಲ ಜಾತ್ಯತೀತತೆಯ ಹುಳುಗಳು ಅಲ್ಲಿ ಭಾರತದ ಸಂವಿಧಾನ,kn,0,Violence against people under Sharia law in West Bengal Rohingya majority Bangladeshi Muslim majority Hindus living in majority areas No one listens to the violence of secularism worms where the Constitution of India,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ದುಬಾರಿ ಕೊಲ್ಲಿ ರಾಷ್ಟ್ರಗಳ ಪಟ್ಟಿಯಲ್ಲಿ ಭಾರತ ಅಗ್ರಸ್ಥಾನದಲ್ಲಿದೆ,kn,0,India tops the list of the most expensive Gulf countries,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಶಾಲಾ ಪುಸ್ತಕಗಳಿಗೆ ತೆರಿಗೆ ವಿಧಿಸಿದ ಮೊದಲ ದೇಶ ಭಾರತ. ಭಾರತ ಅನಕ್ಷರಸ್ಥನಾಗಿಯೇ ಉಳಿದಿದೆ,kn,0,India was the first country to tax schoolbooks. India remains illiterate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಬೆಂಗಳೂರಿನಲ್ಲಿರುವ ಎಲ್ಲರಿಗೂ ನಮಸ್ಕಾರ ದಯವಿಟ್ಟು ಇಂದು ರಾತ್ರಿ 10 ಗಂಟೆಯ ನಂತರ ನಾಳೆ ಮುಂಜಾನೆ 5 ಗಂಟೆಯವರೆಗೆ ನಿಮ್ಮ ಮನೆಯಿಂದ ಹೊರಗೆ ಹೋಗಬೇಡಿ ಕೋವಿಡ್ 19 ಅನ್ನು ಕೊಲ್ಲಲು ಗಾಳಿಯಲ್ಲಿ ಔಷಧವನ್ನು ಸಿಂಪಡಿಸಲಾಗುವುದು ಈ ಮಾಹಿತಿಯನ್ನು ಬೆಂಗಳೂರಿನಲ್ಲಿರುವ ನಿಮ್ಮ ಎಲ್ಲಾ ಸಂಬಂಧಿಕರು ಮತ್ತು ಕುಟುಂಬ ಸದಸ್ಯರೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಿ ಧನ್ಯವಾದಗಳು,kn,0,Hello to everyone in Bangalore Please do not leave your home after 10pm tonight till 5am tomorrow morning Medicines will be sprayed into the air to kill COVID-19 Share this information with all your relatives and family members in Bangalore Thank you,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಮೋಹನ್ ಭಾಗವತ್ ಧರ್ಮದಲ್ಲಿ ನನ್ನ ನಂಬಿಕೆಯನ್ನು ಕರೋನಾ ಮುರಿದಿದೆ,kn,0,Corona has broken my faith in Mohon Bhagwat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಸಾಂಕ್ರಾಮಿಕ ಸಮಯದಲ್ಲಿ ಜನರು ಮನೆಯಲ್ಲಿಯೇ ಇರುವುದನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಲು 500 ಕ್ಕೂ ಹೆಚ್ಚು ಸಿಂಹಗಳನ್ನು ರಷ್ಯಾದ ಬೀದಿಗಳಲ್ಲಿ ಬಿಡುಗಡೆ ಮಾಡಲಾಗಿದೆ ವ್ಲಾಡಿಮಿರ್ ಪುಟಿನ್ ಸುಮಾರು 500 ಸಿಂಹಗಳನ್ನು ಬಿಡುಗಡೆ ಮಾಡಿದ್ದಾರೆ,kn,0,More than 500 lions have been released on the streets of Russia to ensure that people stay at home during the pandemic. Vladimir Putin has released about 500 lions.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿಯವರ ಭರವಸೆಯಂತೆ, ಸುಲ್ತಾನ್ ಶೇಖ್ ಮೊಹಮ್ಮದ್ ಅಬುಧಾಬಿಯಲ್ಲಿ ಮೊದಲ ಹಿಂದೂ ದೇವಾಲಯವನ್ನು ನಿರ್ಮಿಸಿದ ಸುಲ್ತಾನನ ಪತ್ನಿ ಬೇಗಂ ತನ್ನ ತಲೆಯ ಮೇಲೆ ಪವಿತ್ರ ರಾಮಾಯಣದ ಪ್ರತಿಯನ್ನು ಹೊತ್ತು ದೇವಾಲಯದ ಕಡೆಗೆ ನಡೆದಳು",kn,0,"As promised by Prime Minister Narendra Modi, Sultan Sheikh Mohammed, wife of Sultan Begum, who built the first Hindu temple in Abu Dhabi, walks towards the temple carrying a copy of the holy Ramayana on her head",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ದೀದಿ ರಾಜಕೀಯದ ಜಿಹಾದಿ ಸ್ವಭಾವವು ಈಗ ಹಿಂದೂ ಧರ್ಮ ಮತ್ತು ಸಂಸ್ಕೃತಿಯನ್ನು ನಾಶಮಾಡಲು ಹೊರಟಿದೆ.ಪಶ್ಚಿಮ ಬಂಗಾಳದ ಮುರ್ಷಿದಾಬಾದ್ ಪ್ರದೇಶದಲ್ಲಿ ಧಾರ್ಮಿಕ ಗುಂಪೊಂದು ದೇವಾಲಯದ ಮೇಲೆ ಹೇಗೆ ದಾಳಿ ಮಾಡಿ ಧ್ವಂಸ ಮಾಡಿದೆ ಎಂಬುದನ್ನು ನೋಡಿದರೆ ನಾಚಿಕೆಗೇಡಿನ ಸಂಗತಿಯಾಗಿದೆ.,kn,0,The jihadist nature of Deepi politics is now destroying Hinduism and culture. It is shameful to see how a religious group attacked and destroyed a temple in the Murshidabad region of West Bengal.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಭಾರತದ ಇತಿಹಾಸದಲ್ಲಿ ಮೊದಲ ಬಾರಿಗೆ, ಶಿವಕಾಶಿ ನದಿಯಲ್ಲಿ ನೀರಿನ ಮಟ್ಟ ಕಡಿಮೆಯಾದಾಗ ಕರ್ನಾಟಕದಲ್ಲಿ ಲಕ್ಷಾಂತರ ಶಿವಲಿಂಗಗಳು ಕಾಣಿಸಿಕೊಂಡವು.",kn,0,"For the first time in the history of India, millions of Shivlingas appeared in Karnataka when the water level in Shivakashi River decreased.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಸೂರತ್‌ನಿಂದ ಬಂದವರು ಹಸಿವು ತಾಳಲಾರದೆ ಕಾಲ್ನಡಿಗೆಯಲ್ಲಿ ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಂಡಿದ್ದಾರೆ ಕೊರೊನಾ ಮಾಧ್ಯಮ ಮರ್ಕಝ್ ನಿಜಾಮುದ್ದೀನ್‌ನಿಂದ ಬಿಡುವಿನ ವೇಳೆ ನಿಮ್ಮ ಸುದ್ದಿಯಲ್ಲಿ ಸ್ಥಾನ ನೀಡಿ,kn,0,"People from Surat have committed suicide on foot, unable to cope with hunger.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಅಸ್ಸಾಂ ಪೊಲೀಸರಿಗೆ ನಾಚಿಕೆಗೇಡು ಈ ಅಸ್ಸಾಂ ಸರ್ಕಾರ ನಮ್ಮನ್ನು ಅವಮಾನಿಸುತ್ತಿದೆ ಈ ಅಸ್ಸಾಂ ಸರ್ಕಾರವು ಆ ರಾಕ್ಷಸರನ್ನು ರಕ್ಷಿಸುವಾಗ ಪೊಲೀಸರು ಲಾಠಿ ಚಾರ್ಜ್ ರಬ್ಬರ್ ಗುಂಡುಗಳನ್ನು ಕೆಳಗೆ ನೋಡಬಹುದು ಅಸ್ಸಾಂನಲ್ಲಿ ಅಸ್ಸಾಂಗೆ ನಿಜವಾಗಿಯೂ ಕರಾಳ ದಿನ,kn,0,Shame on the Assam Police This Assam government is insulting us This Assam government is protecting these monsters while the police can see the lathe charged rubber bullets down in Assam It's a really dark day for Assam,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ರಾಹುಲ್ ಗಾಂಧಿಗಾಗಿ ಅವರು ಒದಗಿಸಿದ ವಿಶೇಷ ವಿಮಾನವನ್ನು ಇದುವರೆಗೆ ಪ್ರಧಾನಿಯವರು ಅಧ್ಯಕ್ಷರು ಅಥವಾ ಇತರ ದೇಶಗಳಿಂದ ಭೇಟಿ ನೀಡುವ ರಾಜರಿಗೆ ಲಭ್ಯವಾಗುವಂತೆ ಮಾಡುತ್ತಿದ್ದರು. ಯುನೈಟೆಡ್ ಅರಬ್ ಎಮಿರೇಟ್ಸ್‌ನಲ್ಲಿ ಮೊದಲ ಬಾರಿಗೆ, ರಾಹುಲ್ ಗಾಂಧಿ ಪ್ರೋಟೋಕಾಲ್ ಅನ್ನು ಉಲ್ಲಂಘಿಸಲಿದ್ದಾರೆ ಮತ್ತು ರಾಹುಲ್ ಗಾಂಧಿ ಪ್ರಧಾನಿಯಾಗದೆ ಈ ವಿಶೇಷ ವಿಮಾನದಲ್ಲಿ ಹೊಸದಿಲ್ಲಿಗೆ ಹೊರಟೆ.",kn,0,"For the first time in the United Arab Emirates, Rahul Gandhi will break the protocol and Rahul Gandhi will fly to New Delhi on this special flight without becoming Prime Minister.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ ಅವರೊಂದಿಗೆ ವಿಮಾನದಲ್ಲಿ ಕುಳಿತಿದ್ದ ಮಹಿಳೆಯ ಗುರುತು ಇನ್ನೂ ಪತ್ತೆಯಾಗಿಲ್ಲ,kn,0,A woman who was on the plane with Prime Minister Narendra Modi has not yet been identified.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಕೊರೊನಾ ವೈರಸ್ ಈಗ ದುರ್ಬಲಗೊಳ್ಳಲು ಪ್ರಾರಂಭಿಸಿದೆ ಎಂದು WHO ಹೇಳಿದೆ,kn,0,WHO says the coronavirus is now starting to weaken,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ನಗುತ್ತಲೇ ಇರುವ ಪ್ರಿಯಾಂಕಾ ವಾದ್ರಾ ಪುಲ್ವಾಮಾ ದಾಳಿಯ ನಂತರ ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಪ್ರಿಯಾಂಕಾ ಗಾಂಧಿ ವಾದ್ರಾ ನಗುತ್ತಿರುವ ವಿಡಿಯೋ ವೈರಲ್ ಆಗಿದೆ,kn,0,A video of Priyanka Vadra smiling at a press conference after the Pulwama attack has gone viral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಸೆಪ್ಟೆಂಬರ್ 7 ರಂದು ನಡೆಯಬೇಕಿದ್ದ ಸಾಮಾನ್ಯ ಕಾನೂನು ಮತ್ತು ಪ್ರವೇಶ ಪರೀಕ್ಷೆಯನ್ನು ಮುಂದೂಡಲಾಗಿದೆ, ಆಗಸ್ಟ್ 25 ರಂದು ಎನ್‌ಎಲ್‌ಯು ಒಕ್ಕೂಟವು ಪರೀಕ್ಷೆಯನ್ನು ಮುಂದೂಡಿತು ಮತ್ತು ಆಗಸ್ಟ್ 28 ರಂದು ಒಕ್ಕೂಟವು ಸೆಪ್ಟೆಂಬರ್ ಬದಲಿಗೆ ಸೆಪ್ಟೆಂಬರ್ 28 ರಂದು ಪರೀಕ್ಷೆಯನ್ನು ನಡೆಸುವುದಾಗಿ ಮತ್ತೊಮ್ಮೆ ಅಧಿಸೂಚನೆ ಹೊರಡಿಸಿತು. 7.",kn,0,"The General Law and Admission Exam, which was scheduled to be held on September 7, was postponed, on August 25, the NLU Federation postponed the exam, and on August 28, the Federation once again issued a notification that the exam would be held on September 28 instead of September 7.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಕೋಳಿಗೆ ಕರೋನಾ ಇರುವುದು ದೃಢಪಟ್ಟಿದೆ,kn,0,The chicken has been confirmed to have coronavirus.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಭಾರತ ಸರ್ಕಾರವು ದೇಶದಲ್ಲಿ ಎಲ್ಲಾ ಚೀನೀ ಅಪ್ಲಿಕೇಶನ್‌ಗಳನ್ನು ನಿಷೇಧಿಸಿದೆ,kn,0,The Indian government has banned all Chinese apps in the country.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಮಸೂದೆಯನ್ನು ವಿರೋಧಿಸಿದ ತಮ್ಮದೇ ಪಕ್ಷದ ವಿರುದ್ಧ ಸಿಂಧಿಯಾ ವ್ಯತಿರಿಕ್ತ ನಿಲುವು ತಳೆದಿದ್ದಾರೆ ಎಂದು ವೆಬ್‌ಸೈಟ್‌ಗಳು ಹೇಳಿಕೊಂಡಿವೆ.,kn,0,Web sites have claimed that Sindhi has taken an opposing stance against his own party that opposed the bill.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಪಾಕಿಸ್ತಾನದ ಪ್ರಧಾನಿ ಇಮ್ರಾನ್ ಖಾನ್ ಅವರು ಕರೋನವೈರಸ್ ಗ್ರಾಫ್‌ನಲ್ಲಿ ವಕ್ರರೇಖೆಯ ಸಮಾನಾಂತರತೆಯ ಬಗ್ಗೆ ಮಾತನಾಡಿದ್ದಾರೆ ಎಂದು ಸುದ್ದಿ ಸಂಸ್ಥೆ ಐಎಎನ್‌ಎಸ್ ಇಂಡೋ ಏಶಿಯನ್ ನ್ಯೂಸ್ ಸರ್ವಿಸ್ ಇತ್ತೀಚೆಗೆ ಲೇಖನವೊಂದರಲ್ಲಿ ವರದಿ ಮಾಡಿದೆ, ಅಲ್ಲಿ ಅವರು ವಕ್ರರೇಖೆಯನ್ನು ತಪ್ಪಾಗಿ ಓದಿದ್ದಾರೆ.",kn,0,"Pakistan's Prime Minister Imran Khan has spoken about curve parallelism in the coronavirus graph, the news agency IANS Indo-Asian News Service reported in a recent article, where he misread the curve.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ವೈರಲ್ ಪೋಸ್ಟ್ ಪ್ರಕಾರ ಮೋದಿ ಅವರು ಮೊದಲು ತಮ್ಮ ಪತ್ನಿ ಜಶೋದಾಬೆನ್‌ಗೆ ನ್ಯಾಯ ದೊರಕಿಸಿಕೊಡಲಿ ಎಂದು ಮೋದಿಯವರ ತಾಯಿ ಹೀರಾಬೆನ್ ಜಿ ಕೇಳಿ ಸಂತೋಷಪಟ್ಟಿದ್ದಾರೆ ಎಂದು ಅಸದ್ ಅಸಾದುದ್ದೀನ್ ಓವೈಸಿ ಹೇಳಿದ್ದಾರೆ.,kn,0,"According to the viral post, Asad Asaduddin Owaisi said that Modi's mother Hiraben Ji was happy to hear that he should get justice for his wife Jashodaben first.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಎಚ್‌ಡಿಎಫ್‌ಸಿ ಬ್ಯಾಂಕ್ ಸಿಇಒ ಮತ್ತು ಎಂಡಿ ಆದಿತ್ಯ ಪುರಿ ಪುರಿ ಅವರೊಂದಿಗಿನ ಸಂದರ್ಶನದ ಮುಖ್ಯಾಂಶಗಳ ಪಟ್ಟಿಯು ಭಾರತವು ಕೊರೊನಾವೈರಸ್ ವಿರುದ್ಧದ ಹೋರಾಟವನ್ನು ಏಕೆ ಗೆಲ್ಲುತ್ತಿದೆ ಮತ್ತು ಈ ಸಾಂಕ್ರಾಮಿಕ ರೋಗವನ್ನು ಜಯಿಸುವಲ್ಲಿ ಯಶಸ್ವಿಯಾಗುತ್ತದೆ ಎಂಬ ಸಂದೇಶದ ಹಲವಾರು ಅಂಶಗಳನ್ನು ವಿವರಿಸುತ್ತದೆ.,kn,0,The list of highlights of the interview with HDFC CEO and MD Aditya Puri Puri outlines several aspects of the message of why India is winning the fight against coronavirus and how it will succeed in overcoming the pandemic.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಭೋಪಾಲ್‌ನಲ್ಲಿ ಮುಕೇಶ್ ಸೂರಿ ಜಿ ಹಸೀನಾ ಎಂಬ ಮುಸ್ಲಿಂ ಸೇವಕಿಯನ್ನು ನೇಮಿಸಿಕೊಳ್ಳುತ್ತಾನೆ ಮತ್ತು ಸೇವಕಿ ತನ್ನ ಇಸ್ಲಾಮಿಕ್ ಧರ್ಮದ ಪ್ರಕಾರ ವರ್ತಿಸಲು ಪ್ರಾರಂಭಿಸುತ್ತಾನೆ, ಅವನು ಅವಳ ಉಗುಳು ಮತ್ತು ಮೂತ್ರದಿಂದ ಮಾಡಿದ ಆಹಾರವನ್ನು ಅವಳಿಗೆ ನೀಡುತ್ತಾನೆ.",kn,0,"In Bhopal Mukesh hires a Muslim maid named Suri Ji Hasina and the maid begins to behave according to her Islamic religion, giving her food made from her nails and urine.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಹೊಸ ನೇಮಕಾತಿ ಪ್ರಕ್ರಿಯೆಯನ್ನು ಸರ್ಕಾರ ಸ್ಥಗಿತಗೊಳಿಸಿದೆ,kn,0,The government has suspended the new recruitment process.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ದೇಶಾದ್ಯಂತ ಶಾಲೆಗಳು ಸೆಪ್ಟೆಂಬರ್ 21 ರಿಂದ 9 ರಿಂದ 12 ನೇ ತರಗತಿಯ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ತೆರೆಯಲಿವೆ ಕೇಂದ್ರ ಗೃಹ ಸಚಿವಾಲಯವು ಆಗಸ್ಟ್ 29 ರಂದು ಅನ್ಲಾಕ್ 4 ಗಾಗಿ ಮಾರ್ಗಸೂಚಿಗಳನ್ನು ಬಿಡುಗಡೆ ಮಾಡಿದ್ದು, ಈ ಮಾರ್ಗಸೂಚಿಗಳ ಅಡಿಯಲ್ಲಿ ಮಾತ್ರ ಶಾಲೆಗಳನ್ನು ತೆರೆಯಲು ಅವಕಾಶ ಮಾಡಿಕೊಟ್ಟಿದೆ.",kn,0,"Schools across the country will open to students from 9th to 12th grades from 21st September The Union Ministry of Home Affairs has issued guidelines for Unlock 4 on 29th August, allowing schools to open only under these guidelines.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಇದು ಆಗಸ್ಟ್ 16 ರಂದು ಜೆ & ಕೆ ಶ್ರೀನಗರದ ಉಪನಗರಗಳ ಇತ್ತೀಚಿನ ವೀಡಿಯೊವಾಗಿದ್ದು, ಭಾರತೀಯ ಸೇನೆಯು 4 ಬಂಧಿತ ಕಾಶ್ಮೀರಿ ಹುಡುಗರನ್ನು ಮಾನವ ಗುರಾಣಿಯಂತೆ ಬಳಸಿಕೊಂಡಿತು ಮತ್ತು ಭಾರತದ ವಿರುದ್ಧ ಘೋಷಣೆಗಳನ್ನು ಕೂಗುತ್ತಿದ್ದಾರೆ ಮತ್ತು ವೀರ ಸೈನಿಕರು ಈಗ ಕಲ್ಲುಗಳನ್ನು ಎಸೆಯುತ್ತಿದ್ದಾರೆ",kn,0,"This is the latest video from the suburbs of J&K Srinagar on August 16, where the Indian Army used 4 captured Kashmiri boys as human shields and chanting slogans against India and heroic soldiers are now throwing stones",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65 ಸೈನಿಕರ ಸಾವಿನೊಂದಿಗೆ ಪ್ರಧಾನಿ ಜನಪ್ರಿಯತೆ ಹೆಚ್ಚಿದ ರಾಷ್ಟ್ರವನ್ನು ಯಾರಿಂದಲೂ ಉಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ ರತನ್ ಟಾಟಾ ಅವರ ಈ ಟ್ವೀಟ್ 65 ಸೈನಿಕರ ಸಾವಿನೊಂದಿಗೆ ಜನಪ್ರಿಯತೆ ಹೆಚ್ಚಿದ ದೇಶವನ್ನು ಯಾರಿಂದಲೂ ಉಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ,kn,0,Prime Minister No one can save a nation that has risen in popularity with the death of 65 soldiers This tweet by Ratan Tata No one can save a nation that has risen in popularity with the death of 65 soldiers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಮಧ್ಯಪ್ರದೇಶದ ದಾಮೋಹ್‌ನಲ್ಲಿ ಮಹಿಳೆಯೊಬ್ಬರು ತನ್ನ ಮಗನಿಗೆ ಹಾಲುಣಿಸಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದಾಗ ರೈಲ್ವೆ ಹಳಿಯಲ್ಲಿ ಶವವಾಗಿ ಪತ್ತೆಯಾಗಿದ್ದಾರೆ,kn,0,"In Damoh, Madhya Pradesh, a woman was found dead in a railway tunnel while trying to breastfeed her son",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಕರೋನಾ ವೈರಸ್‌ಗೆ ಸಂಬಂಧಿಸಿದ ಸಂದೇಶಗಳನ್ನು ಪೋಸ್ಟ್ ಮಾಡುವುದು ಶಿಕ್ಷಾರ್ಹ ಅಪರಾಧ ಎಂದು ಭಾರತದ ಗೃಹ ವ್ಯವಹಾರಗಳ ಸಚಿವಾಲಯ ಸಂದೇಶವನ್ನು ನೀಡಿದೆ,kn,0,Ministry of Home Affairs of India has issued a message that posting messages related to coronavirus is a criminal offence.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ಒಬ್ಬರ ಹೆಸರು ಪೂಜಾ ಮತ್ತು ಇನ್ನೊಬ್ಬರು ಲಕ್ನೋದ ಮಾನ್ಸಿ ಮತ್ತು ಘಂಟಾಘರ್‌ನಲ್ಲಿ, ಸಿಎಎ, ಎನ್‌ಆರ್‌ಸಿ ಮತ್ತು ಎನ್‌ಪಿಆರ್ ವಿರುದ್ಧ ಧರಣಿ ಕುಳಿತ ಮಹಿಳೆಯರ ಗುಂಪು, ಇಬ್ಬರೂ ನಿಕಾಬ್ ಬುರ್ಖಾಗಳನ್ನು ಧರಿಸಿ ಪಾಕಿಸ್ತಾನ್ ಜಿಂದಾಬಾದ್ ಎಂಬ ಘೋಷಣೆಗಳನ್ನು ಎತ್ತಿದರು.",kn,0,"One named Pooja and the other in Mansi and Ghantagar, Lucknow, a group of women standing against the CAA, NRC and NPR, both wearing Nikab Burkas raised slogans called Pakistan Jindabad.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಹಿಂದುತ್ವದ ಹಿಂದುತ್ವ ಪೋಲೀಸರ ದಾಳಿಯ ನಿಜವಾದ ಮುಖವನ್ನು ನೋಡಿ ಶಾಂತಿಯುತ ಪ್ರತಿಭಟನಾಕಾರರ ಮೇಲೆ ಪೊಲೀಸ್ ಹಿಂಸಾಚಾರವು ವ್ಯಕ್ತಿಯನ್ನು ಪ್ರಜ್ಞೆ ತಪ್ಪಿಸುತ್ತದೆ ಮತ್ತು ಹಿಂದುತ್ವದ ಪೊಲೀಸರು ಇನ್ನೂ ಪ್ರಜ್ಞಾಹೀನ ವ್ಯಕ್ತಿಯನ್ನು ಹೊಡೆಯುತ್ತಿದ್ದಾರೆ,kn,0,Hinduism Hinduism see the real face of the police attack Police violence against peaceful protesters knocks a person unconscious and Hindu police are still beating a person unconscious,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಇಲ್ಲಿ ಪಾಕಿಸ್ತಾನ್ ಜಿಂದಾಬಾದ್ ಎಂದು ಕೂಗುತ್ತಿರುವವರಿಗೆ ನಾನು ಪಾಕಿಸ್ತಾನದ ಕರೋನಾ ಐಸೋಲೇಶನ್ ವಾರ್ಡ್ ಅನ್ನು ಪಾಕಿಸ್ತಾನಕ್ಕೆ ತೋರಿಸಬೇಕು ಅದು ಸರಿಯಾಗಿದೆ ಪಾಕಿಸ್ತಾನದ ದೇಶದ್ರೋಹಿಗಳನ್ನು ನೋಡಿ ರಾಮನಿಗೆ ಜಯವಾಗಲಿ,kn,0,"For those who are calling Pakistan Jindabad here, I need to show Pakistan's Corona isolation ward to Pakistan. That's right.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
